,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,label:cluster
Immediately,-1.0118635646437517,-2.5609419666480995,0.27854278781965486,-2.9185475511836607,2.196192417624588,-1.571342961616744,1.587477112300421,-0.10474445675829394,0.7354823499627747,2
first,-1.2079443680024249,-2.0697680701036782,0.8365826033480508,-3.145269268406795,1.5906594804519394,-0.6455006343189017,1.9632540843842474,-0.34027010638788113,1.0092125606809135,6
frightened,-0.9283409716705097,-1.7194371764731349,1.2870351053874016,-2.72151247089679,1.6543813904504496,-1.274166602212313,1.1334747449263671,-0.12231354403490877,1.742236842495666,9
eyes,-0.005217373710941069,-2.6191639434327367,0.19998279233992527,-3.605057531175346,1.7982410775592788,-1.3888299285829744,1.6778879445680037,0.6251783026637826,1.616237735688594,4
never,-0.9654083288614822,-2.0729598247970173,0.49404442498107737,-2.7634527670336753,1.864790224779089,-1.1883216855042085,1.1764226637247661,0.3733225771114431,2.1376129050636186,4
yet,0.014016390101836943,-2.780517793170585,0.2887438407996215,-2.737366410318447,1.568336401506469,-1.2737625789246696,1.6860513839513125,-0.4341209649203828,1.9095888899035582,1
beheld,-0.9087522459586566,-2.990968791972931,0.6370401213913628,-2.9207113504752114,2.3458876596894425,-1.4389448072591287,1.7888242880049199,0.3454411967720608,0.9149606708268709,5
her;,-0.5355742093707427,-2.1316172932343562,0.7467773135909865,-3.2566174119701756,1.8960386330723824,-0.7218676805776401,1.9422723014310812,-0.6300861638966443,0.7936954998054279,6
talk,-0.20636879991424176,-1.7190431851186763,1.0764459390382684,-3.828539958934319,1.5909226537562475,-1.2526354438085916,2.149187085773028,0.13583333892142832,1.4988250401007035,8
friend,-0.53573290661517,-2.8877909744992136,0.7174910674226255,-2.9413616562592377,0.9569488741525229,-1.1046788740185927,1.4004076199378872,0.03483571697491589,1.3973185780075839,9
told,-0.1330183291896674,-2.515517011318995,0.3937256188545019,-3.5846326670680333,1.984474103128718,-0.8335853687178653,1.601071996615296,0.10928757311048502,0.9571209736645391,2
been,-0.2321166677235146,-2.794240803226503,0.5563377888571408,-3.2800516810671345,1.915562769999967,-1.6521471466703335,1.431880658618243,0.824208611328169,1.858084073409291,4
stirred,-0.26188150943908345,-2.182143752410532,0.8672112947068605,-2.653224235990737,2.681351236565059,-1.1589605959046225,1.7002340134052296,-0.0007912441389304192,1.436229602251795,2
forced,-0.6672742070679127,-2.196631255629151,0.8804872608743929,-3.1942569229123543,1.570452393268772,-0.6528714308234097,2.077981109848614,-0.21833448883090573,2.126148125069284,1
see,-0.43122809831184283,-2.5747929767210764,0.4059353675959584,-3.750332186866103,1.445970381929796,-1.082408089803634,2.3240424118925587,-0.11145095263560097,1.9282748723610916,7
lost,-0.18522279246556866,-2.428279678838448,1.1161002189463383,-3.033197627719855,1.0074074657124836,-1.786227592412177,1.2238221017295998,-0.20757118346518702,1.401436382796164,9
fear,-0.7014991502574635,-2.141348461001295,1.0675607230300261,-2.657170865241398,0.8837905893282445,-1.0719480012059328,1.695666040800542,-0.14594407802947323,1.2910025859920202,9
young,-0.12796423344199834,-2.073294776055602,1.1142910282040908,-2.974475240969446,2.2437093497938916,-1.1072392877234347,2.182612125476003,0.10840099159221682,0.9418666563008632,8
handsome,-0.4996426659166873,-1.5804009101422944,0.5421223392905238,-3.4589761354534283,1.476062379213329,-1.3084552193702343,1.574488346268191,0.8440447226645711,1.4334289588833884,4
love,-0.8464517906721072,-2.2391393257231162,0.7688254730729146,-3.33071044325345,1.6495572443144113,-0.7901919001011797,1.437357434636775,-0.2997404483878675,2.3058385744017906,1
Dame,-0.4527662581190653,-1.800937065096666,0.33186303385771315,-3.8477051965544287,1.849696178315414,-1.089112913844161,1.8249464242781794,-0.037156732270403024,0.6940597600691295,3
Gothel,-0.06891688980888194,-2.1811510630337665,0.7108162890483922,-2.937021379624814,2.6092259997607425,-1.284376868066243,1.8944733354711025,0.18713193865598202,1.0085346073283794,2
does;,-0.15668483801692926,-2.183567823108287,0.4833700077092205,-3.068306608611469,1.369158395868131,-1.2894754972125717,0.9595760809306825,-0.280732192347738,2.13320276437955,1
yes,-0.5569952702346859,-3.0389194087843316,0.3875816037687561,-3.0950769752359273,2.0375498427766248,-1.0929867223944676,1.702901126409463,0.48653096813675956,1.162016102537084,2
laid,-0.6678044349649237,-2.136426025822756,0.889377834292948,-2.7080195624680465,1.5677204692254265,-1.3468835307413516,2.2952842736314643,0.2582545528420657,0.8855367230315848,5
hand,-0.4933998573750709,-2.3506696409787544,0.7522866408042577,-3.1816155266842725,1.379949126252841,-0.7443339034577651,1.0700575503516652,-0.27681736560622133,2.1602836841501034,1
willingly,-0.1755651276292673,-2.2165595655566035,0.34313666918135005,-2.8357093837940024,1.408308359034425,-1.4111929511387478,1.2254832880848265,0.22532091699633233,2.3235625269405764,4
know,-0.27424715569544617,-2.0446006433368784,0.9427853997166127,-2.450701977560926,1.4649574858935086,-1.5672748542754147,0.9105199432088669,0.3323122730658037,1.8447086315632824,9
Bring,-0.9004172242803408,-2.0848411455887894,0.26905091143930454,-2.6544036692638966,1.49353056412468,-1.2209658204845268,1.937282905640554,-0.36969368411130815,0.8639508308020477,6
skein,-0.7275640127182902,-1.6593584991161485,0.10827155098772195,-3.0422492228317375,1.5277927751576554,-1.2904188396900007,1.3885442482889867,-0.236340707109319,0.7746793851637868,3
silk,-0.7042751351440374,-2.2834553547956498,0.46267560491911885,-3.606039886038773,1.3628756755513052,-0.5184965507350221,1.7218130549157604,-0.35012563917371753,0.9778648300065519,6
comest,-0.8043442363031722,-2.0840643304195057,0.7065443824066986,-3.0086485319793996,0.9330940613007093,-1.6885090892382544,1.3995583636700522,0.3257734733869918,1.991368959762489,9
weave,-0.8926750286581616,-1.6891555978848463,0.17011108524100507,-3.34534700209048,1.7912551608646043,-1.4531755289075803,1.4442489324849677,0.12056379823319838,0.5418308362681733,3
ready,-0.5405077837430267,-2.225960548808707,0.26286509636904254,-3.7583108268348266,1.0871805475699572,-0.7731334259352014,1.7617331226003774,-0.3173219866811553,1.3911406301646247,7
on,-0.8169184189873282,-2.231887434282868,1.5860702095264454,-2.880804218628813,1.8839985149048257,-1.4642374396027438,1.8573243355041558,0.007467255687134035,1.0891338730648559,5
horse,-0.8884833985421992,-1.9742891263126903,0.14888965276245822,-3.820962258656338,1.3098935731740813,-1.1383978672553225,2.075153962264619,0.10520630461804674,1.298420229561307,3
They,-0.6423092444109448,-1.9823317895624293,0.02652213518723772,-3.9152425908290347,1.0240429450094457,-1.4468825850310147,1.8620957045043731,-0.005195459755512988,1.3746911862376783,7
agreed,-0.40674763078909676,-1.8613351057551344,0.36281728370833005,-3.1100561839689527,1.1064109223782777,-1.6131007734805602,1.0852838125426378,-0.4116857113339201,1.7433789343038295,9
until,-0.7151352197356099,-1.6183544382651311,0.24708344553003875,-3.4848607625077253,1.736544290115186,-1.03873603409309,1.6165132547595076,-0.17571265530119257,0.56289335088677,3
should,-0.8174613872471674,-2.835156551374612,0.7895471302953442,-2.7219493992184285,1.8595800447825155,-1.5908772001088671,1.8637314379219123,0.5217937506258508,0.8435789877771014,5
come,-0.5827089720427517,-1.963957214870199,0.30658599418628574,-2.7352974690564738,1.4995427193094826,-1.1297348226295199,2.201550808146422,-0.3318729976927795,0.9615995487255103,6
remarked,-0.3496449904252861,-2.2933934133449747,0.9475710363124646,-2.8492834265430185,2.8379479238531875,-1.1147855525441912,1.7452515448800396,-0.19716274487676186,1.3622158468831385,2
nothing,-0.9737665035440761,-1.8799043979162666,0.12302860946012265,-3.651404454846346,1.2470559908294987,-1.6086803433963044,1.3658604391572038,0.30913928422080345,1.019413685641299,3
Tell,-0.23759501148897133,-2.1280977178595872,0.2704849922009475,-3.425100306340552,1.7584029198198123,-1.1168001004976447,2.3502536950455233,-0.2730376308091147,1.8630025875614311,7
happens,-0.0437174030900953,-1.6592124186712056,0.28234834682425597,-3.58696818796969,1.19289081565347,-1.3426738026765317,1.656508300772012,-0.06692896871557881,1.600954054433397,7
you,-1.1540102079129562,-1.8490789144445683,1.053046792065015,-3.811389337765027,2.059394422755187,-1.409565522440834,1.9943703400367985,0.10031060889996238,1.5369093615724574,8
are,-0.41758769457184114,-2.362071346724904,-0.01280970524110005,-3.9028834840644606,1.0863260038334306,-1.4194931306615635,2.002722525027218,-0.1218201975886636,1.8130621217141318,7
heavier,-0.9445178905942458,-1.804015917359435,1.3678587946919585,-2.7888798483760855,1.722305265153026,-1.389625744497398,1.2340255943460612,-0.08237163174492158,1.8064500314666656,9
draw,-0.46338213599610967,-2.6769484559788412,0.3075631494089763,-3.881783212110473,1.3294158440972845,-1.03880270017108,1.88233841102542,-0.25464804384183226,1.8221395139641132,7
son—he,0.17501787967116092,-2.1138933114819536,0.40209103079036246,-2.5196490976177075,1.8004425326408005,-1.319354641079826,1.5532267581589518,0.2889979330200085,1.4656327644540759,2
moment,-0.26508022881772064,-2.4927129422654595,0.7501534829908816,-3.6508012931003164,0.8412086575298906,-1.7073122946462955,1.6317373712623027,0.027041245200360248,1.6263428658966088,7
wicked,-1.1480506555772731,-2.088211358552697,0.7021949708204289,-2.963324256065818,1.4451463617225233,-1.3779138581365946,1.2160919353597646,0.2697894000923081,2.27274221970249,9
hear,-0.8156784089971024,-2.5096151703692477,0.7857632307166981,-2.967394437056308,2.3410528108156288,-1.9161938516722523,1.8233653177004718,-0.11287968384703899,1.77407898057184,5
say,-0.38085771499561205,-2.503907350613077,0.24926139558767504,-3.3981404569748532,1.8062942297811737,-1.0948609276896082,2.262501308628479,-0.2820694396681842,2.1581667618618945,1
separated,-0.1763636939599115,-1.81111965051579,0.6631981747971033,-3.1454035513035423,1.5128554957429137,-1.1665764829531842,2.400130260971506,0.27803831703650467,1.771074285669421,7
hast,-0.8601055848523851,-2.7437802367496227,1.0352427765090157,-2.716596863708799,1.925477376070738,-1.5136684257889705,1.8034370997345406,0.6865975012248916,0.9293688930181143,5
deceived,-1.2973446722637236,-1.791766442916699,0.7965878465135396,-3.137513183630999,1.3369656205957043,-0.7807946249362632,1.804267535252946,-0.16916860032040362,1.4079635616252575,6
Rapunzel's,-0.2332367857128556,-2.3920722956181466,1.0010385289327823,-2.7312441615302308,2.3403285625231196,-1.6163358482472967,1.8720571820921874,0.009061709565968117,0.8508083248211635,2
wrapped,-0.7068282016413311,-2.9917555936486946,0.47213679152260934,-2.7252043187076227,1.7139652042403708,-1.3250886819625878,1.8071460118327547,0.33630333560669295,0.9735667028900673,5
twice,-0.4499484955495798,-2.0712545709481525,0.43587404852054545,-3.0684991324586286,2.7092126749224823,-1.3424768925998602,1.9181468392838488,0.036870770727258834,1.5153214505269668,2
left,0.18722820469619575,-1.9389861411036262,0.8719134346724156,-3.474235491002584,1.5197908736299832,-1.4219095272903222,1.3686240596541652,-0.4283749434877853,1.6485874574115624,1
seized,-0.7825833058609415,-2.296203784689779,0.9604531938074959,-2.4496986168132655,1.6777829168363285,-0.8299943683047096,1.7582820374717947,-0.18328091191476606,0.8593622551635169,6
pair,-0.9680258511932518,-2.015443369220823,1.1666502347941257,-3.3138856436959396,2.561157413337278,-1.244374052544579,2.1627162375919795,0.018341257360547127,1.254821215203788,8
scissors,0.14829666643464562,-2.5892930104430576,0.45113594255799205,-2.263368086766069,1.8667542688788283,-1.3192605844141614,1.548799990970513,-0.23727915280342446,1.4963522887104383,2
right,-0.930232911251173,-1.825002750596213,0.19189847897455292,-3.1783706026973495,1.6918333938155259,-1.3776489447314961,1.3619584994418457,-0.0749874316672152,0.5064960093210789,3
snip,-5.989099023522308E-05,-2.292404230972678,0.7101715045953131,-2.8014281630364977,2.644332145734074,-1.320745289059774,1.768507952230699,0.17357831742153096,1.1390939031418585,2
snap,-0.16252555821402156,-2.579653938768137,0.6073697513411059,-3.3971120614718417,2.0140185646691737,-1.1416295082742132,2.1892864007473243,-0.1410094324039303,2.1315903555083935,1
they,-0.6945257003488837,-2.378242756749333,0.07184492182370761,-2.6896829988274655,2.319252807508567,-1.2843482581439953,1.59590947684152,-0.31529313290151006,0.9902968704768561,2
cut,0.042249010451659325,-2.746716739894181,0.2833233347330177,-2.814198571941198,1.6302527269979472,-1.08222146106844,1.2852999214614333,-0.390940245160454,1.697629761959524,1
off,-0.18792564073169132,-1.7482394447811112,0.3619080804578012,-3.06373223016097,1.1505146876386785,-1.519883168678397,1.686470421950524,-0.27016622792859835,1.0720542698562732,3
lovely,-0.8535174607564536,-1.8051227514306472,0.7315495159171227,-3.270171319183959,1.6704572040327956,-0.6195789361446598,2.1228853887514725,-0.45162791984360323,1.0739507749997785,6
ground,-0.6188869081714166,-1.6619047316582392,0.39079740455032225,-3.702880757467695,2.0144640062163788,-0.9698720830218949,1.6997714760525897,-0.19686081454631887,0.7791934272241252,3
And,-0.022958061577232288,-2.3340160759053,0.8903564599674588,-2.3385456736200507,1.5930684465736669,-1.6626300258620563,1.231280210196626,0.2770731004854912,1.7120305011772246,9
pitiless,-1.2824617538297023,-2.382128452079353,0.6603154519135845,-3.4501581964895975,1.2899923106375846,-1.1132329183763217,1.3884414408848333,-0.049630906165744684,2.0495406043173596,1
poor,-0.6067808516342168,-2.533409826504096,0.9471456008154585,-3.1464710308814006,1.2326178834477777,-0.5299944433395954,1.569691289064243,-0.23199934932498398,1.5953312626877765,1
desert,-0.5689473342658125,-2.3453182385242632,1.087899930445475,-2.8836730672348634,1.1085223572112408,-1.4054134589536265,1.2451926956624813,-0.25204164294289716,2.238856429950267,9
where,-0.6713877974003595,-2.281329115039583,0.8928836823496806,-3.95407284443258,1.532001808010122,-1.0489313865129466,1.8389588629792792,0.014080814570375135,0.7672451018498413,8
live,-0.7055985130281649,-1.5988638431364843,0.1497915419614695,-3.1706022070411852,1.4873034296386192,-1.1128137622515104,1.5363497640090542,-0.2004779784230514,0.5589782578253226,3
grief,-1.4604814649130966,-2.288716340150885,1.1292140113873224,-3.3184933287423837,1.7543303981514955,-1.4980386005892519,1.5380403621026641,0.05421016419144704,1.8210813056558568,5
misery,-0.8130561307292973,-1.9632248321410601,0.9292094699983956,-2.7827324994710305,0.884899436720369,-1.1093177066801352,1.3982338829473502,0.025001600963217123,1.6266313034354094,9
On,-0.2499194678746153,-2.376371571147093,0.5364602964227858,-2.7445613308383563,2.6810274762056525,-1.508637723270896,1.6835172118614878,-0.23313037030125852,1.0431209525034588,2
same,-1.165355826090561,-1.8593971285786615,0.31656085310490834,-3.2161011035797724,1.155003683668723,-1.3084046853053783,1.5220960565145367,0.46121396989185737,1.3352060541784336,3
cast,-0.3084123273280914,-2.4133991772113865,0.6887991390233842,-2.5860442290800654,2.6288970946968777,-1.1298284806811196,1.5126586720954756,-0.29504029483797783,1.259745493842495,2
fastened,0.20202487518441808,-2.7004567236770796,0.4160040100314244,-2.441210065696535,1.8684993983733056,-1.2971058045342339,1.4468330893339818,-0.2396848880796829,1.56160383004629,2
hook,-0.8954156096985817,-2.5918627352980423,0.7400474165743,-2.932647218983935,1.7706680792078882,-1.4538715110446276,2.0417306472111654,0.037876620414636436,2.3669157191770878,5
ascended,0.22850199486464123,-2.6929857608248366,0.28236328107990777,-2.5274623696500904,1.7882178457520617,-1.240766324197672,1.5017067241121442,-0.3262580094346301,1.6531723264756832,2
did,-0.803467443513941,-1.9649571298626374,0.5374245191830229,-3.4692674950939413,1.4400330630971518,-0.5195862177682631,1.8533597568956424,-0.37371575454922656,0.9404924480527612,6
find,-0.5011546064186531,-2.636604302950695,0.2573356116719877,-2.902139431920505,2.5061762097379883,-1.5931464392120063,1.6396379048062295,-0.2448667852409483,1.0330892745215274,2
dearest,-0.20444723509210744,-2.3424359374395882,0.8487357032065742,-3.6791967112329544,1.5685092252081019,-1.2592063446513508,1.0298222566383035,-0.03002108140636342,0.98060679410042,3
gazed,-0.7551139849003397,-1.8222887777636065,1.3689343351356227,-2.696497449355802,1.342219721670107,-1.33135338682722,1.0829558392877199,-0.03001248180711108,1.807940177810601,9
venomous,-0.5088507844163987,-1.7030097774316577,1.0963430290407625,-2.4856340846875025,1.7116871005568217,-1.2306848123142151,1.3048603056274304,0.2836811593286939,1.7909274220524143,9
looks,-0.31920379443195124,-2.417703205280283,0.5716353698008664,-3.6769119757987445,1.4005040375205338,-0.9689326384926787,1.253582044999968,-0.4367020633247942,2.0813851081009997,1
Aha,-0.39619766546529855,-2.6661322607076414,0.3926840407577798,-2.7296213848550672,2.3775975349214513,-0.991003349113851,1.5245470728337736,-0.4343694365657595,1.3496302729124563,2
mockingly,-1.2335659897238882,-2.1395934370823713,0.8947733049470741,-3.088393268961304,1.3224165784976105,-1.570888067518885,1.9005141368675438,0.24339642714842338,2.013151641587915,9
wouldst,-1.2275786153152488,-2.2730293101913,0.3250469582590294,-3.3515997781830564,1.8797797456435494,-0.9658261746681603,1.7325995563729337,-0.14078497789099154,0.6894873104521778,6
fetch,-1.1786612705021444,-2.2858810554618665,0.1468680760092689,-2.9727929793115244,2.012876336418672,-1.3721709594809366,1.463012738974775,-0.17713661372941378,0.63098881780429,3
bird,-1.2633483228756888,-2.2374616925907245,0.8682781769807377,-3.022692005344262,2.400609507558431,-1.6830671407191502,1.8824616560138854,0.33831051900279785,1.5427530772089828,5
sits,-0.811628030283645,-1.661279857823716,0.44281138213165444,-2.8866840147660078,1.496623343550173,-1.2359079378826734,1.4375594796782063,-0.2310882386621015,1.9519016149308952,9
longer,-1.221351263783918,-2.182096140841044,0.6935362229768536,-3.281597067264491,1.2307047029055853,-1.4137497016147476,1.5844085815181654,-0.4717744003932968,1.914904616036398,9
nest;,-0.03525332136199666,-2.3915000656808876,1.3292646800578563,-2.8409360667632777,1.2746224116670728,-1.7759884729473923,1.5335144578121465,0.3849187691499721,1.5319192752951525,9
cat,-0.06384090964660874,-1.755902838969747,-0.010941126494787073,-3.3309038870290317,1.3985691002709348,-1.2832721330093506,2.0845934022794363,-0.17655688409414888,1.61826315572639,7
has,0.11685082705353081,-1.9884569407045427,-0.010004488362320218,-3.6188976424017687,1.8007897632401964,-1.3713672314886474,1.8087434607309476,0.19510368236625536,1.3525371186429962,7
scratch,-1.119621607323063,-1.8809465146882656,0.7749168399594477,-3.339400379755046,2.395103015884562,-1.4195815205056161,1.5832538668406,0.16816948563547568,1.2612419685325085,5
thee;,-0.19868198584632668,-1.6268077299217794,0.20936979638149814,-2.931388539746482,1.6981661742155554,-1.3666562793160777,1.698899431400671,-0.1752341372988609,1.8618644035261105,7
beside,-0.6611424183789432,-2.5566315623152343,0.4826078527231255,-3.5291438343511596,1.399032335198436,-1.1069552063717047,2.3334271408723186,-0.06709382386500166,2.1253454021661544,7
pain,-0.10375712350173483,-1.986693987276289,0.8023899883934011,-3.6046914258523333,2.405167649704897,-1.0651672216177794,1.8959440374972523,-0.1358549309317264,1.286556044890361,8
despair,-0.8204496153906489,-2.231133425194842,0.2235064133079095,-3.6423305241607835,0.9306439372194493,-1.5515259635608527,1.83756520415302,-0.37276502886402124,1.8712128256266187,7
leapt,-0.42588988507797476,-2.1608030251236987,0.9414380381074156,-2.77724580636008,1.4713027974579918,-1.9885938487270922,1.355605350524273,-0.5103005529975145,1.408296178717946,9
escaped,-1.3163785101501226,-1.9750417577057335,0.9846585837464253,-2.8778382326859333,2.2632318101945086,-1.520711717147482,1.9678413520640547,0.26234988316610547,1.7361067280495799,5
life,-0.2992850310089334,-2.5303502293374467,1.0565485730497397,-2.4060888809345085,1.4518212217840962,-1.6377446680284398,1.8230764904075782,0.5154735929439815,1.631905458740186,9
thorns,-0.6147836140599905,-1.5635875746946395,0.3522207201181889,-3.3498016486223356,1.400746610616847,-0.9385563997216799,1.655130295798352,-0.20048007195355458,0.6355203794435788,3
pierced,-1.177669226028842,-2.20389721490071,0.5423869405262352,-3.346378752082767,1.9371819500290044,-1.032698680432052,1.8903189821445363,-0.06638148701563082,0.7141595776595913,6
wandered,-0.2948413922079,-2.8949460518438186,0.37334507886899243,-3.2423313713669746,2.4859921266093945,-1.496693473743741,1.6957259926874633,-0.01717088267708406,1.3729721230622287,2
blind,-1.0416382158429174,-1.9698098715373265,1.109953836047888,-3.098764626714097,1.9058759523493434,-0.8355811242034609,1.987015792924536,-0.23664534390590958,0.722787717361486,6
roots,-0.48898939604004976,-2.7427790706687665,0.34208194268237085,-2.998438530036863,1.9933483675823482,-1.3742372216789953,1.3011293735431277,0.9698906379239483,1.596719883202915,4
berries,-1.4249876307647156,-2.1763091236221297,1.0812278984720636,-3.461680925721771,1.7807066473126165,-1.3816654933192372,1.4371917047082914,0.1934784256187062,1.8765185454145772,5
lament,-0.29032065500624743,-1.7021814518300935,1.0284832984294379,-3.264144062414666,1.5730511843619015,-1.3201329647141458,2.394765916039089,0.34361171845582067,1.6587492309517848,8
weep,-0.6398185068747514,-2.617794072947956,1.3120015820382163,-2.869643891149262,1.5230849035837373,-1.663404128818528,1.52373050799473,0.7215401825565549,1.8090808007193129,9
loss,-0.23036413574185308,-2.582754055114534,0.5818868087046453,-3.332617196952395,2.385360697277364,-1.1946590559037118,2.2865162375682315,-0.14267647111102172,1.5957623905636131,2
Thus,-0.6531422368301447,-2.468342018077931,1.5797216226507744,-3.154281418570397,2.0665788185496985,-1.5691082923616722,1.769152999374434,0.1486889230126277,1.1670453163480585,5
roamed,-0.44150781235801273,-2.4607107370190033,0.7206563943770325,-3.391089782596218,1.9356124127445788,-0.8419733973096354,0.95570437733591,-0.14998149259256582,1.8829763271161335,1
twins,-0.6468800264841811,-2.1572263994987213,1.2976910450860708,-2.3336977461631885,1.4339442783171377,-1.2542750779102423,1.6099157557323613,0.21407598115113735,1.0489495787589451,9
given,-0.3133788473963562,-2.037021081317451,0.4675098799758127,-2.7277889130808717,1.825718302466608,-1.905210188620812,1.213172054737778,-0.5564881445585894,1.4766508288738145,2
birth,-0.1622399503800721,-2.4581913446770973,1.2789159198819398,-2.9967935834974235,1.0929025348992214,-1.768777167983763,1.2326225305969118,0.16839238526547992,1.3842981056428327,9
boy,-1.182917958437567,-2.121336086109945,0.8182993482931766,-2.745554823234797,2.0435008962000056,-1.5954529364504388,2.0304453149922668,0.2724012514339588,2.085003953261219,5
girl,-0.6260955743725185,-2.2810003258977143,0.7123426886086772,-3.7636292524558295,0.8341333095974267,-1.737734501832729,1.626426622445258,0.18285036628521228,1.5742482282214,7
lived,-0.527573443766132,-2.1256007858728148,1.175318968975357,-2.925865815017495,1.2701230528688012,-1.791544149851163,1.06377332675518,-0.3937608653282783,1.6414765996970564,9
wretchedness,-0.5097466940699662,-1.9208223333148193,1.0929985443991515,-2.565596793250748,1.4644772304678992,-1.3352945931269364,0.8104753834344466,0.27998723901288103,1.8245993874251598,9
seemed,-0.5246662757407968,-2.280950576935152,-0.05926130176082179,-3.9545447958747473,1.060060775873086,-1.4301182577011777,1.8211376074963403,-0.10650543275144768,1.64214544197979,7
familiar,0.17782723915714488,-2.5125343494060415,0.24049363759990014,-2.476574341434029,2.0028053081517996,-1.4616640671405496,1.4736143383986982,-0.16212468817420236,1.6043626528040749,2
towards,-0.37623860169172385,-2.576794096577305,1.225602759574471,-3.4600601360544316,1.7408640322690143,-0.8261023017891267,1.9051882910387075,-0.18786048347275597,0.9990874380996639,8
approached,-0.598990322410834,-2.0710262036471017,0.6776473516904182,-2.7173347790545312,1.8499577418892057,-1.8268948965339842,1.3915943690731802,-0.6578279105166308,1.3572618521315811,2
neck,-0.05870065241394147,-2.3181810089243724,0.9099544789618673,-3.283338436662021,2.575376240078035,-1.0610207855426521,1.9524680015274265,0.044406387637443374,1.4562361984524552,2
wept,-1.1642676470282902,-2.555641637685692,0.8303211053668587,-2.9301509596459114,1.991119066472121,-1.296209997882109,2.3682376783778722,0.05132844360018106,1.8066320875636455,5
Two,-0.5773386225328673,-1.8214874427336902,0.8685932704603985,-2.819168283743209,1.3781425979661757,-1.5889494571146447,1.0638399950899595,-0.4665293886716087,1.767599317508938,9
tears,-0.15620645361963417,-1.998489682096764,1.3925419715533143,-3.7101541614402676,1.977264237718351,-1.0932639040363683,1.8900959284010628,-0.03092079539078919,1.4417869086670128,8
wetted,-0.10308415185567661,-1.7461698695499093,0.3859688179607695,-3.140535712593123,1.1303121325234269,-1.2821304597142325,2.1961475591394057,-0.14194220473159003,1.4652264501168024,7
clear,-0.8041309511024146,-2.1561179832037727,0.7402756334937958,-3.091745635377841,1.7189045786305222,-1.5195171235108862,2.628278682064049,0.16173905742622852,1.6659596916942665,5
again,-0.6100563559968573,-1.941003086627928,1.3089015013741945,-2.6311122708644272,1.1593904464566538,-1.252049913171498,1.042789584370064,-0.03683192152318601,1.684937193122111,9
led,-0.7799754438685284,-2.2874657147004673,1.2310016288059256,-2.4117098341091654,1.403030017386493,-1.0558961796444029,1.7645012392848909,0.011647310392499798,0.9608955810681514,6
kingdom,-0.32737714998702017,-1.8363140046228372,0.6544496013542473,-2.9872329270079505,1.0356355926147502,-1.476347367600179,2.278745171964622,-0.023298169464574293,1.3546811335592304,7
joyfully,0.08256022422937619,-2.3583365493654482,0.7992649820527288,-2.7784239784699545,2.5065581419909537,-1.1978405082146035,1.791218461438362,0.33666923277314115,1.4058205127112064,2
received,-1.2303531354141453,-1.9012545430057881,0.28324464653093157,-3.2386493142487938,1.318656584410014,-1.3445739801485306,1.3767405722970092,0.5219684861631598,1.2978433710576718,3
afterwards,-0.2415316954564745,-1.9828424854467388,1.2928013753094225,-3.8553749498419934,1.645937927318976,-1.250100040642136,2.0867725186536723,0.027882127634520724,1.4619734406335747,8
happy,-1.3124078770471805,-2.0024696244171323,0.9905001796383668,-2.8387610676757777,2.2347890746552244,-1.4698144371598159,2.11355289944642,0.1412257299173556,1.9145108161655144,5
contented,-0.4852356389704572,-2.025005184978198,0.9264233017336098,-2.801476380258035,0.8346701377145178,-1.3056810027855628,2.041097883547378,-0.19119927723269747,1.3783431541377849,9
