Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: Metabolika Search,FISh Coverage,Molecular Weight,RT [min],Area (Max.),# mzCloud Results,# Metabolika Pathways,Metabolika Pathways,mzCloud Best Match,mzCloud Best Sim. Match,MS2,Group Area: F3
,TRUE,"4-hydroxy-6-[2-(2-methyl-1,2,4a,5,6,7,8,8a-octahydronaphthalen-1-yl)ethyl]oxan-2-one",C18 H28 O3,292.20384,76,,Autoprocessed-2974,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Isouron,C10 H17 N3 O2,No match,Invalid mass,No results,,211.1359,14.917,23693335.17,2,0,,90.7,,DDA for preferred ion,23693335.17
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Isouron,C10 H17 N3 O2,211.13208,90.7,,Reference-1643,C18432,Pesticides/Herbicides,Reference,,,,,,
,TRUE,PD 0200347,C10 H17 N3 O2,211.13208,90.5,,Autoprocessed-3920,,,Autoprocessed,,,,,,
TRUE,(S)-10-Hydroxycamptothecin,C20 H16 N2 O5,No match,Invalid mass,No results,,364.11293,6.952,23618864.67,7,0,,93.7,,DDA for preferred ion,23618864.67
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,(S)-10-Hydroxycamptothecin,C20 H16 N2 O5,364.10592,93.7,,Reference-6165,C17939,Endogenous Metabolites; Natural Products/Medicines,Reference,,,,,,
,TRUE,Bumetanide,C17 H20 N2 O5 S,364.10929,81.1,,Reference-1940,D00247,Therapeutics/Prescription Drugs; Sports Doping Drugs,Reference,,,,,,
,TRUE,"(7E,13E)-9,15-dihydroxy-4,10,16-trimethyl-1,5,11-trioxacyclohexadeca-7,13-diene-2,6,12-trione",C16 H22 O8,342.13147,93.6,,Autoprocessed-1482,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-003037,C16 H22 O8,342.13147,93.6,,Autoprocessed-8198,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(4E)-2-(acetyloxy)-6,7-dihydroxy-7-(6-oxo-3,6-dihydro-2H-pyran-2-yl)hept-4-en-3-yl acetate",C16 H22 O8,342.13147,92.8,,Autoprocessed-1803,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,N-[2-(tert-butylthio)ethyl]-3-chloro-N'-(3-fluorophenyl)benzenecarboximidamide,C19 H22 Cl F N2 S,364.11763,91.1,,Autoprocessed-3997,,,Autoprocessed,,,,,,
,TRUE,ethyl 4-{[2-cyano-2-(3-pyridylsulfonyl)vinyl]amino}piperidine-1-carboxylate,C16 H20 N4 O4 S,364.12053,90.4,,Autoprocessed-4779,,,Autoprocessed,,,,,,
TRUE,"methyl 2-ethyl-4-[(3R,4R,5S)-5-hydroxy-4,5-dimethyl-2-oxooxolan-3-yl]-2-methyl-3-oxobutanoate",C14 H22 O6,No match,Invalid mass,No results,,308.12306,13.138,23581070.96,6,0,,95.6,,DDA for preferred ion,23581070.96
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"2,1,3-Benzoxadiazol-5-yl(4-phenylpiperazino)methanone",C17 H16 N4 O2,308.12733,95.6,,Reference-6121,,,Reference,,,,,,
,TRUE,Nifenazone,C17 H16 N4 O2,308.12733,79.4,,Reference-2452,D01437,,Reference,,,,,,
,TRUE,"N-benzyl-N-isopropyl-3,5-dimethyl-4-isoxazolesulfonamide",C15 H20 N2 O3 S,308.11946,72.8,,Reference-5684,,,Reference,,,,,,
,TRUE,"methyl 2-ethyl-4-[(3R,4R,5S)-5-hydroxy-4,5-dimethyl-2-oxooxolan-3-yl]-2-methyl-3-oxobutanoate",C14 H22 O6,286.14164,95.6,,Autoprocessed-1304,,,Autoprocessed,,,,,,
,TRUE,"5,5-dimethyl-2-{[(2-phenylacetyl)amino]methyl}-1,3-thiazolane-4-carboxylic acid",C15 H20 N2 O3 S,308.11946,90.5,,Autoprocessed-163,,,Autoprocessed,,,,,,
,TRUE,NP-016564,C16 H20 O6,308.12599,90.4,,Autoprocessed-6373,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"3-(1-ethyl-3-methyl-1H-pyrazol-5-yl)-5-(methylthio)-4-phenyl-4H-1,2,4-triazole",C15 H17 N5 S,No match,Invalid mass,No results,,299.12416,7.926,23451310.14,2,0,,96.5,,DDA for preferred ion,23451310.14
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"3-(1-ethyl-3-methyl-1H-pyrazol-5-yl)-5-(methylthio)-4-phenyl-4H-1,2,4-triazole",C15 H17 N5 S,299.12047,96.5,,Autoprocessed-497,,,Autoprocessed,,,,,,
,TRUE,"N-(4-methoxy-1-methyl-1H-indazol-3-yl)-2,5-dimethyl-3-furamide",C16 H17 N3 O3,299.12699,90.4,,Autoprocessed-1053,,,Autoprocessed,,,,,,
TRUE,"N1-(3-{[(2,2-dimethylhydrazino)carbonyl]amino}-4-methylphenyl)-2,2-dimethylhydrazine-1-carboxamide",C13 H22 N6 O2,Full match,Full match,No results,,294.18047,9.881,23347969.82,4,0,,77.3,,DDA for preferred ion,23347969.82
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"N1-(3-{[(2,2-dimethylhydrazino)carbonyl]amino}-4-methylphenyl)-2,2-dimethylhydrazine-1-carboxamide",C13 H22 N6 O2,294.18042,87.8,,Autoprocessed-5365,,,Autoprocessed,,,,,,
,TRUE,"N1-(3-{[(2,2-dimethylhydrazino)carbonyl]amino}-4-methylphenyl)-2,2-dimethylhydrazine-1-carboxamide",C13 H22 N6 O2,294.18042,87.8,,Autoprocessed-5365,,,Autoprocessed,,,,,,
,TRUE,"N1-(3-{[(2,2-dimethylhydrazino)carbonyl]amino}-4-methylphenyl)-2,2-dimethylhydrazine-1-carboxamide",C13 H22 N6 O2,294.18042,87.8,,Autoprocessed-5365,,,Autoprocessed,,,,,,
,TRUE,"N1-(3-{[(2,2-dimethylhydrazino)carbonyl]amino}-4-methylphenyl)-2,2-dimethylhydrazine-1-carboxamide",C13 H22 N6 O2,294.18042,87.8,,Autoprocessed-5365,,,Autoprocessed,,,,,,
TRUE,Desthiobiotin,C10 H18 N2 O3,Full match,Full match,Full match,,214.13147,1.826,23302181.51,3,2,Other,98.3,,DDA for preferred ion,23302181.51
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Desthiobiotin,C10 H18 N2 O3,214.13174,98.3,,Reference-384,C01909,,Reference,,,,,,
,TRUE,Valylproline,C10 H18 N2 O3,214.13174,98.1,,Reference-773,,Endogenous Metabolites,Reference,,,,,,
,TRUE,"(4aR,5R,6R)-6-hydroxy-4a,5-dimethyl-3-(prop-1-en-2-yl)-2,4a,5,6,7,8-hexahydronaphthalen-2-one",C15 H20 O2,232.14633,97.6,,Autoprocessed-2637,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"{(1R,2R)-2-[(2Z)-5-(Hexopyranosyloxy)-2-penten-1-yl]-3-oxocyclopentyl}acetic acid",C18 H28 O9,No match,Invalid mass,No results,,405.19942,7.637,23283118.71,2,0,,83.9,,DDA for preferred ion,23283118.71
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"{(1R,2R)-2-[(2Z)-5-(Hexopyranosyloxy)-2-penten-1-yl]-3-oxocyclopentyl}acetic acid",C18 H28 O9,388.17333,86.4,,Reference-8229,,,Reference,,,,,,
,TRUE,"{(1R,2R)-2-[(2Z)-5-(Hexopyranosyloxy)-2-penten-1-yl]-3-oxocyclopentyl}acetic acid",C18 H28 O9,388.17333,86.4,,Reference-8229,,,Reference,,,,,,
TRUE,Pipecolic acid,C6 H11 N O2,Full match,Full match,Full match,,129.07898,1.797,23199098.61,3,1,Superpathway of L-lysine degradation,70.2,,DDA for preferred ion,23199098.61
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Pipecolic acid,C6 H11 N O2,129.07898,85.7,,Reference-548,C00408,Endogenous Metabolites,Reference,,,,,,
,TRUE,L(-)-Pipecolinic acid,C6 H11 N O2,129.07898,85.7,,Reference-1813,C00408,Endogenous Metabolites,Reference,,,,,,
,TRUE,D-(+)-Pipecolinic acid,C6 H11 N O2,129.07898,85.7,,Reference-1782,,Endogenous Metabolites,Reference,,,,,,
TRUE,3-Fluoro-N'-hydroxy-4-methylbenzenecarboximidamide,C8 H9 F N2 O,No match,Invalid mass,No results,,168.06859,7.824,23126821.43,4,0,,96.8,,DDA for preferred ion,23126821.43
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,3-Fluoro-N'-hydroxy-4-methylbenzenecarboximidamide,C8 H9 F N2 O,168.06989,96.8,,Reference-3522,,,Reference,,,,,,
,TRUE,3-Fluoro-N'-hydroxy-4-methylbenzenecarboximidamide,C8 H9 F N2 O,168.06989,96.8,,Reference-3522,,,Reference,,,,,,
,TRUE,Norharman,C11 H8 N2,168.06875,95.6,,Reference-2555,C20157,Endogenous Metabolites,Reference,,,,,,
,TRUE,Norharman,C11 H8 N2,168.06875,95.6,,Reference-2555,C20157,Endogenous Metabolites,Reference,,,,,,
TRUE,Disperse blue 7,C18 H18 N2 O6,No match,Invalid mass,No results,,358.12358,6.282,22915328.47,2,0,,71.1,,DDA for preferred ion,22915328.47
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Disperse blue 7,C18 H18 N2 O6,358.11649,96.4,,Reference-8317,,Extractables/Leachables; Textile Chemicals/Auxiliary/Dyes,Reference,,,,,,
,TRUE,"6-methyl-8-{[5-(2-naphthyl)-1,3,4-oxadiazol-2-yl]methoxy}[1,2,4]triazolo[4,3-b]pyridazine",C19 H14 N6 O2,358.11782,89.8,,Autoprocessed-3629,,,Autoprocessed,,,,,,
TRUE,Hypoxanthine,C5 H4 N4 O,Full match,Full match,Partial match,,136.03841,2.87,22637628.93,4,5,Superpathway of purine nucleotide salvage;Purine nucleotides degradation II (aerobic);Superpathway of purines degradation in plants;Purine nucleotides degradation I (plants);Other,84.8,,DDA for preferred ion,22637628.93
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Hypoxanthine,C5 H4 N4 O,136.03851,84.8,,Reference-441,C00262,Endogenous Metabolites,Reference,,,,,,
,TRUE,Hypoxanthine,C5 H4 N4 O,136.03851,84.8,,Reference-441,C00262,Endogenous Metabolites,Reference,,,,,,
,TRUE,Allopurinol,C5 H4 N4 O,136.03851,84.6,,Reference-1305,,Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,Allopurinol,C5 H4 N4 O,136.03851,84.6,,Reference-1305,,Therapeutics/Prescription Drugs,Reference,,,,,,
TRUE,Sulforidazine,C21 H26 N2 O2 S2,No match,Invalid mass,No results,,402.13982,6.619,22599578.35,2,0,,89.9,,DDA for preferred ion,22599578.35
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Sulforidazine,C21 H26 N2 O2 S2,402.14357,89.9,,Reference-2130,,Therapeutics/Prescription Drugs; Sports Doping Drugs,Reference,,,,,,
,TRUE,Besonprodil,C21 H23 F N2 O3 S,402.14134,85,,Reference-3136,D03100,Therapeutics/Prescription Drugs,Reference,,,,,,
TRUE,Palmitoyl ethanolamide,C18 H37 N O2,Full match,Full match,Partial match,,299.28206,15.925,22493713.49,1,1,Other,98.9,,DDA for preferred ion,22493713.49
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Palmitoyl ethanolamide,C18 H37 N O2,299.28243,98.9,,Reference-6810,D08328,,Reference,,,,,,
TRUE,"[Similar to: 4-[(2S,3S,4S)-4-[4-(¶¬-D-Glucopyranosyloxy)-3-methoxybenzyl]-3-(hydroxymethyl)tetrahydro-2-furanyl]-2-methoxyphenyl ¶¬-D-glucopyranoside; ¶§Mass: -466.1689 Da]",C13 H14 O3,Full match,Invalid mass,No results,,218.09403,8.068,22197317.86,1,0,,,66.1,DDA for preferred ion,22197317.86
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"4-[(2S,3S,4S)-4-[4-(¶¬-D-Glucopyranosyloxy)-3-methoxybenzyl]-3-(hydroxymethyl)tetrahydro-2-furanyl]-2-methoxyphenyl ¶¬-D-glucopyranoside",C32 H44 O16,684.26294,,66.7,Reference-8236,,,Reference,,,,,,
TRUE,D-(+)-Pyroglutamic Acid,C5 H7 N O3,Full match,Full match,Full match,,129.04259,3.044,22094434.93,2,2,Other,95.1,,DDA for preferred ion,22094434.93
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,D-(+)-Pyroglutamic Acid,C5 H7 N O3,129.04259,95.1,,Reference-417,C02237,Endogenous Metabolites,Reference,,,,,,
,TRUE,L-Pyroglutamic acid,C5 H7 N O3,129.04259,95,,Reference-1831,C01879,Endogenous Metabolites,Reference,,,,,,
TRUE,Cytidine,C9 H13 N3 O5,No match,Invalid mass,No results,,486.1704,1.753,21816372.67,2,0,,95.1,,DDA for preferred ion,21816372.67
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Cytidine,C9 H13 N3 O5,243.08552,99.5,,Reference-364,C00475,Endogenous Metabolites,Reference,,,,,,
,TRUE,Cytidine,C9 H13 N3 O5,243.08552,99.5,,Reference-364,C00475,Endogenous Metabolites,Reference,,,,,,
TRUE,N4-{4-[1-cyano-2-(2-pyridyl)vinyl]phenyl}-5-methyl-3-phenylisoxazole-4-carboxamide,C25 H18 N4 O2,Not the top hit,Full match,No results,,406.14464,5.678,21812367.15,2,0,,97.4,,DDA for preferred ion,21812367.15
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,N4-{4-[1-cyano-2-(2-pyridyl)vinyl]phenyl}-5-methyl-3-phenylisoxazole-4-carboxamide,C25 H18 N4 O2,406.14298,97.4,,Autoprocessed-3427,,,Autoprocessed,,,,,,
,TRUE,"(2S,3S,4S,8R,9S,13R,14R,15R,16R)-3,4,8,14,15-pentahydroxy-2,13,16-trimethyl-6-methylidene-10-oxatetracyclo[7.6.1.0??,?Å°§.0?a??,?a?Å?]hexadecan-11-one",C19 H28 O7,368.1835,94.6,,Autoprocessed-2832,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"2-(14,15-Epoxyeicosatrienoyl) glycerol",C23 H38 O5,No match,Invalid mass,No results,,394.26909,15.045,21702943.15,1,0,,89.8,,DDA for preferred ion,21702943.15
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"2-(14,15-Epoxyeicosatrienoyl) glycerol",C23 H38 O5,394.27192,89.8,,Reference-4758,,Endogenous Metabolites,Reference,,,,,,
TRUE,"(2R,3R,4S,5S,6R)-2-{[(1S,6S,9S,10R,14R)-14-hydroxy-5,5,9,14-tetramethyltetracyclo[11.2.1.0?a,?a?Å°„.0?Å?,?Åa]hexadecan-6-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",C26 H44 O7,No match,Invalid mass,No results,,490.29036,14.792,21514677.59,3,0,,84.1,,DDA for preferred ion,21514677.59
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"(2R,3R,4S,5S,6R)-2-{[(1S,6S,9S,10R,14R)-14-hydroxy-5,5,9,14-tetramethyltetracyclo[11.2.1.0?a,?a?Å°„.0?Å?,?Åa]hexadecan-6-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",C26 H44 O7,468.3087,84.1,,Autoprocessed-1868,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(2R,3R,4S,5S,6R)-2-{[(1S,6S,9S,10R,14R)-14-hydroxy-5,5,9,14-tetramethyltetracyclo[11.2.1.0?a,?a?Å°„.0?Å?,?Åa]hexadecan-6-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",C26 H44 O7,468.3087,84.1,,Autoprocessed-1868,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(2R,3R,4S,5S,6R)-2-{[(1S,6S,9S,10R,14R)-14-hydroxy-5,5,9,14-tetramethyltetracyclo[11.2.1.0?a,?a?Å°„.0?Å?,?Åa]hexadecan-6-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",C26 H44 O7,468.3087,84.1,,Autoprocessed-1868,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,L-Histidine,C6 H9 N3 O2,Full match,Full match,Full match,,155.06938,1.373,21320575.25,1,2,"Superpathway of histidine, purine, and pyrimidine biosynthesis;Other",95.5,,DDA for preferred ion,21320575.25
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,L-Histidine,C6 H9 N3 O2,155.06948,95.5,,Reference-473,C00135,Endogenous Metabolites,Reference,,,,,,
TRUE,"(2R,3S,4S,5R,6R)-5-{[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4-diol",C19 H28 O10,No match,Invalid mass,No results,,438.14974,7.192,20963659.99,8,0,,93.3,,DDA for preferred ion,20963659.99
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,APP-FUBINACA,C24 H21 F N4 O2,416.16485,92.9,,Reference-5809,,Drugs of Abuse/Illegal Drugs; Sports Doping Drugs,Reference,,,,,,
,TRUE,"4-(¶¬-D-Glucopyranosyloxy)benzyl 4,5-dideoxy-3-C-methylpentonate",C19 H28 O10,416.16825,92.8,,Reference-7980,,,Reference,,,,,,
,TRUE,"{5-Chloro-3-[(1E,3E)-3,5-dimethylhepta-1,3-dienyl]-8a-hydroxy-1-methoxy-7-methyl-6,8-dioxo-1H-isochromen-7-yl} acetate",C22 H27 Cl O7,438.14453,76.3,,Reference-7681,,,Reference,,,,,,
,TRUE,"(2R,3R,4R,5R,6S)-2-{[(2R,3S,4S,5R,6R)-6-(benzyloxy)-3,4,5-trihydroxyoxan-2-yl]methoxy}-6-methyloxane-3,4,5-triol",C19 H28 O10,416.16825,92,,Autoprocessed-3104,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(2R,3S,4S,5R,6R)-5-{[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4-diol",C19 H28 O10,416.16825,93.3,,Autoprocessed-2743,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(2S,3R,4S,5R)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-(2-phenylethoxy)oxan-3-yl]oxy}oxane-3,4,5-triol",C19 H28 O10,416.16825,93.5,,Autoprocessed-1285,,,Autoprocessed,,,,,,
,TRUE,"2-(2-phenylethoxy)-6-{[(3,4,5-trihydroxyoxan-2-yl)oxy]methyl}oxane-3,4,5-triol",C19 H28 O10,416.16825,93.1,,Autoprocessed-2762,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(2R,3S,4S,5R,6R)-2-({[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}methyl)-6-(2-phenylethoxy)oxane-3,4,5-triol",C19 H28 O10,416.16825,93.6,,Autoprocessed-2879,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,N-Benzylformamide,C8 H9 N O,Full match,Full match,No results,,135.06832,3.743,20722536.75,1,0,,61.5,,DDA for preferred ion,20722536.75
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,N-Benzylformamide,C8 H9 N O,135.06841,61.5,,Reference-817,C15561,Endogenous Metabolites,Reference,,,,,,
TRUE,D-(+)-Pipecolinic acid,C6 H11 N O2,Full match,Full match,Full match,,129.07898,2.52,20680819.78,4,1,Superpathway of L-lysine degradation,85.7,,DDA for preferred ion,20680819.78
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Pipecolic acid,C6 H11 N O2,129.07898,85.7,,Reference-548,C00408,Endogenous Metabolites,Reference,,,,,,
,TRUE,L(-)-Pipecolinic acid,C6 H11 N O2,129.07898,85.7,,Reference-1813,C00408,Endogenous Metabolites,Reference,,,,,,
,TRUE,D-(+)-Pipecolinic acid,C6 H11 N O2,129.07898,85.7,,Reference-1782,,Endogenous Metabolites,Reference,,,,,,
,TRUE,Nipecotic acid,C6 H11 N O2,129.07898,71,,Reference-2557,,,Reference,,,,,,
TRUE,NP-003251,C27 H34 O12,No match,Invalid mass,No results,,572.18608,8.723,20400099.17,1,0,,92,,DDA for preferred ion,20400099.17
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-003251,C27 H34 O12,550.20503,96.1,60.3,Autoprocessed-6532,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Disperse blue 7,C18 H18 N2 O6,No match,Invalid mass,No results,,358.12358,5.728,20205271.04,2,0,,96.4,,DDA for preferred ion,20205271.04
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Disperse blue 7,C18 H18 N2 O6,358.11649,96.4,,Reference-8317,,Extractables/Leachables; Textile Chemicals/Auxiliary/Dyes,Reference,,,,,,
,TRUE,"6-methyl-8-{[5-(2-naphthyl)-1,3,4-oxadiazol-2-yl]methoxy}[1,2,4]triazolo[4,3-b]pyridazine",C19 H14 N6 O2,358.11782,89.8,,Autoprocessed-3629,,,Autoprocessed,,,,,,
TRUE,"(4S)-4-hydroxy-3,5,5-trimethyl-4-[(1E)-3-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}but-1-en-1-yl]cyclohex-2-en-1-one",C19 H30 O8,No match,Invalid mass,No results,,408.17555,7.842,20197596.47,7,0,,85.2,,DDA for preferred ion,20197596.47
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,DL-Tryptophan,C11 H12 N2 O2,204.08988,98.5,,Reference-415,C00806,Endogenous Metabolites,Reference,,,,,,
,TRUE,"3-Hydroxy-3,5,5-trimethyl-4-(3-oxo-1-buten-1-ylidene)cyclohexyl ¶¬-D-glucopyranoside",C19 H30 O8,386.19407,82.9,,Reference-8213,,,Reference,,,,,,
,TRUE,Tamsulosin,C20 H28 N2 O5 S,408.17189,77.7,,Reference-4990,C07124,Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,AB-CHMINACA metabolite M6,C20 H26 N4 O4,386.19541,77.7,,Reference-5940,,Drugs of Abuse/Illegal Drugs; Sports Doping Drugs,Reference,,,,,,
,TRUE,"(4R)-4-[(1E)-4-hydroxy-3-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}but-1-en-1-yl]-3,5,5-trimethylcyclohex-2-en-1-one",C19 H30 O8,386.19407,81.6,,Autoprocessed-2995,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-016596,C19 H30 O8,386.19407,81.2,,Autoprocessed-6113,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(4S)-4-hydroxy-3,5,5-trimethyl-4-[(1E)-3-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}but-1-en-1-yl]cyclohex-2-en-1-one",C19 H30 O8,386.19407,85.2,,Autoprocessed-2858,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,C18 H28 O3,Full match,Full match,Partial match,,292.20336,14.057,20164516.76,3,1,Superpathway of lipoxygenase,86.1,,DDA for preferred ion,20164516.76
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"9S,13R-12-Oxophytodienoic acid",C18 H28 O3,292.20384,83.7,,Reference-7975,,,Reference,,,,,,
,TRUE,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,C18 H28 O3,292.20384,86.1,,Reference-7978,,,Reference,,,,,,
,TRUE,"4-hydroxy-6-[2-(2-methyl-1,2,4a,5,6,7,8,8a-octahydronaphthalen-1-yl)ethyl]oxan-2-one",C18 H28 O3,292.20384,76,,Autoprocessed-2974,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Uracil,C4 H4 N2 O2,Full match,Full match,Full match,,112.02754,3.607,19859400.39,4,5,Other,92.1,,DDA for preferred ion,19859400.39
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Uracil,C4 H4 N2 O2,112.02728,92.1,,Reference-2531,C00106,Endogenous Metabolites; Therapeutics/Prescription Drugs; Natural Products/Medicines; Pesticides/Herbicides,Reference,,,,,,
,TRUE,Uracil,C4 H4 N2 O2,112.02728,92.1,,Reference-2531,C00106,Endogenous Metabolites; Therapeutics/Prescription Drugs; Natural Products/Medicines; Pesticides/Herbicides,Reference,,,,,,
,TRUE,Maleic hydrazide,C4 H4 N2 O2,112.02728,81.4,,Reference-1648,C18474,Pesticides/Herbicides,Reference,,,,,,
,TRUE,1H-Imidazole-4-carboxylic acid,C4 H4 N2 O2,112.02728,79.6,,Reference-3257,,,Reference,,,,,,
